country,year,percentage,average across the years,median
Afghanistan,2006,29.4,28.4,28.1
Afghanistan,2005,29.0,28.4,28.1
Afghanistan,2004,28.8,28.4,28.1
Afghanistan,2003,28.8,28.4,28.1
Afghanistan,2002,28.6,28.4,28.1
Afghanistan,2001,28.4,28.4,28.1
Afghanistan,2000,28.2,28.4,28.1
Afghanistan,1999,28.2,28.4,28.1
Afghanistan,1998,28.2,28.4,28.1
Afghanistan,1997,28.1,28.4,28.1
Afghanistan,1996,28.1,28.4,28.1
Afghanistan,1995,28.0,28.4,28.1
Afghanistan,1994,28.1,28.4,28.1
Afghanistan,1993,28.1,28.4,28.1
Afghanistan,1992,28.2,28.4,28.1
Afghanistan,1991,28.2,28.4,28.1
Afghanistan,1990,28.2,28.4,28.1
Afghanistan,1989,28.2,28.4,28.1
Afghanistan,1988,28.2,28.4,28.1
Afghanistan,1987,28.2,28.4,28.1
Afghanistan,1986,28.3,28.4,28.1
Afghanistan,1985,28.3,28.4,28.1
Albania,2006,42.0,41.0,41.1
Albania,2005,42.0,41.0,41.1
Albania,2004,42.0,41.0,41.1
Albania,2003,42.0,41.0,41.1
Albania,2002,42.0,41.0,41.1
Albania,2001,41.9,41.0,41.1
Albania,2000,41.8,41.0,41.1
Albania,1999,41.7,41.0,41.1
Albania,1998,41.5,41.0,41.1
Albania,1997,41.3,41.0,41.1
Albania,1996,41.1,41.0,41.1
Albania,1995,40.9,41.0,41.1
Albania,1994,40.7,41.0,41.1
Albania,1993,40.5,41.0,41.1
Albania,1992,40.4,41.0,41.1
Albania,1991,40.3,41.0,41.1
Albania,1990,40.2,41.0,41.1
Albania,1989,40.1,41.0,41.1
Albania,1988,39.9,41.0,41.1
Albania,1987,39.7,41.0,41.1
Albania,1986,39.6,41.0,41.1
Albania,1985,39.4,41.0,41.1
Algeria,2006,31.1,25.5,25.4
Algeria,2005,30.6,25.5,25.4
Algeria,2004,30.1,25.5,25.4
Algeria,2003,29.5,25.5,25.4
Algeria,2002,29.0,25.5,25.4
Algeria,2001,28.5,25.5,25.4
Algeria,2000,28.0,25.5,25.4
Algeria,1999,27.3,25.5,25.4
Algeria,1998,26.7,25.5,25.4
Algeria,1997,26.1,25.5,25.4
Algeria,1996,25.4,25.5,25.4
Algeria,1995,24.9,25.5,25.4
Algeria,1994,24.5,25.5,25.4
Algeria,1993,24.0,25.5,25.4
Algeria,1992,23.5,25.5,25.4
Algeria,1991,23.1,25.5,25.4
Algeria,1990,22.6,25.5,25.4
Algeria,1989,22.2,25.5,25.4
Algeria,1988,21.7,25.5,25.4
Algeria,1987,21.3,25.5,25.4
Algeria,1986,20.9,25.5,25.4
Algeria,1985,20.5,25.5,25.4
Angola,2006,45.8,46.1,46.0
Angola,2005,45.8,46.1,46.0
Angola,2004,45.9,46.1,46.0
Angola,2003,46.0,46.1,46.0
Angola,2002,46.0,46.1,46.0
Angola,2001,45.9,46.1,46.0
Angola,2000,46.0,46.1,46.0
Angola,1999,46.0,46.1,46.0
Angola,1998,46.0,46.1,46.0
Angola,1997,45.9,46.1,46.0
Angola,1996,46.0,46.1,46.0
Angola,1995,46.0,46.1,46.0
Angola,1994,46.5,46.1,46.0
Angola,1993,46.1,46.1,46.0
Angola,1992,46.6,46.1,46.0
Angola,1991,46.3,46.1,46.0
Angola,1990,46.4,46.1,46.0
Angola,1989,46.3,46.1,46.0
Angola,1988,46.3,46.1,46.0
Angola,1987,46.0,46.1,46.0
Angola,1986,46.0,46.1,46.0
Angola,1985,46.0,46.1,46.0
Argentina,2006,43.3,37.5,37.9
Argentina,2005,42.9,37.5,37.9
Argentina,2004,42.4,37.5,37.9
Argentina,2003,42.1,37.5,37.9
Argentina,2002,41.7,37.5,37.9
Argentina,2001,40.8,37.5,37.9
Argentina,2000,40.0,37.5,37.9
Argentina,1999,39.4,37.5,37.9
Argentina,1998,38.7,37.5,37.9
Argentina,1997,38.2,37.5,37.9
Argentina,1996,37.9,37.5,37.9
Argentina,1995,37.5,37.5,37.9
Argentina,1994,36.6,37.5,37.9
Argentina,1993,36.1,37.5,37.9
Argentina,1992,35.5,37.5,37.9
Argentina,1991,35.2,37.5,37.9
Argentina,1990,34.4,37.5,37.9
Argentina,1989,33.7,37.5,37.9
Argentina,1988,33.0,37.5,37.9
Argentina,1987,32.3,37.5,37.9
Argentina,1986,31.6,37.5,37.9
Argentina,1985,30.8,37.5,37.9
Armenia,2006,49.2,47.6,46.7
Armenia,2005,49.1,47.6,46.7
Armenia,2004,49.0,47.6,46.7
Armenia,2003,49.1,47.6,46.7
Armenia,2002,48.7,47.6,46.7
Armenia,2001,48.2,47.6,46.7
Armenia,2000,47.8,47.6,46.7
Armenia,1999,47.3,47.6,46.7
Armenia,1998,47.0,47.6,46.7
Armenia,1997,46.5,47.6,46.7
Armenia,1996,46.7,47.6,46.7
Armenia,1995,46.8,47.6,46.7
Armenia,1994,46.9,47.6,46.7
Armenia,1993,47.1,47.6,46.7
Armenia,1992,47.3,47.6,46.7
Armenia,1991,47.5,47.6,46.7
Armenia,1990,47.7,47.6,46.7
Armenia,1989,47.5,47.6,46.7
Armenia,1988,47.3,47.6,46.7
Armenia,1987,47.2,47.6,46.7
Armenia,1986,47.1,47.6,46.7
Armenia,1985,47.1,47.6,46.7
Australia,2006,45.2,42.4,42.8
Australia,2005,45.0,42.4,42.8
Australia,2004,44.8,42.4,42.8
Australia,2003,44.5,42.4,42.8
Australia,2002,44.3,42.4,42.8
Australia,2001,44.2,42.4,42.8
Australia,2000,44.0,42.4,42.8
Australia,1999,43.3,42.4,42.8
Australia,1998,43.3,42.4,42.8
Australia,1997,42.9,42.4,42.8
Australia,1996,42.8,42.4,42.8
Australia,1995,42.7,42.4,42.8
Australia,1994,42.1,42.4,42.8
Australia,1993,41.7,42.4,42.8
Australia,1992,41.6,42.4,42.8
Australia,1991,41.5,42.4,42.8
Australia,1990,41.3,42.4,42.8
Australia,1989,40.8,42.4,42.8
Australia,1988,40.3,42.4,42.8
Australia,1987,39.7,42.4,42.8
Australia,1986,39.2,42.4,42.8
Australia,1985,38.3,42.4,42.8
Austria,2006,44.9,42.2,42.7
Austria,2005,44.6,42.2,42.7
Austria,2004,44.3,42.2,42.7
Austria,2003,44.0,42.2,42.7
Austria,2002,43.9,42.2,42.7
Austria,2001,43.4,42.2,42.7
Austria,2000,43.1,42.2,42.7
Austria,1999,43.0,42.2,42.7
Austria,1998,42.9,42.2,42.7
Austria,1997,42.9,42.2,42.7
Austria,1996,42.7,42.2,42.7
Austria,1995,42.7,42.2,42.7
Austria,1994,42.8,42.2,42.7
Austria,1993,41.6,42.2,42.7
Austria,1992,41.4,42.2,42.7
Austria,1991,40.9,42.2,42.7
Austria,1990,40.8,42.2,42.7
Austria,1989,40.4,42.2,42.7
Austria,1988,40.3,42.2,42.7
Austria,1987,39.9,42.2,42.7
Austria,1986,39.5,42.2,42.7
Austria,1985,39.4,42.2,42.7
Azerbaijan,2006,47.9,46.8,45.6
Azerbaijan,2005,47.7,46.8,45.6
Azerbaijan,2004,47.5,46.8,45.6
Azerbaijan,2003,47.5,46.8,45.6
Azerbaijan,2002,47.2,46.8,45.6
Azerbaijan,2001,47.0,46.8,45.6
Azerbaijan,2000,46.7,46.8,45.6
Azerbaijan,1999,46.3,46.8,45.6
Azerbaijan,1998,46.1,46.8,45.6
Azerbaijan,1997,45.8,46.8,45.6
Azerbaijan,1996,45.6,46.8,45.6
Azerbaijan,1995,45.4,46.8,45.6
Azerbaijan,1994,45.6,46.8,45.6
Azerbaijan,1993,46.0,46.8,45.6
Azerbaijan,1992,46.4,46.8,45.6
Azerbaijan,1991,46.7,46.8,45.6
Azerbaijan,1990,47.4,46.8,45.6
Azerbaijan,1989,47.4,46.8,45.6
Azerbaijan,1988,47.4,46.8,45.6
Azerbaijan,1987,47.2,46.8,45.6
Azerbaijan,1986,47.1,46.8,45.6
Azerbaijan,1985,47.1,46.8,45.6
Bahamas,2006,49.1,47.0,47.4
Bahamas,2005,49.4,47.0,47.4
Bahamas,2004,49.4,47.0,47.4
Bahamas,2003,48.7,47.0,47.4
Bahamas,2002,49.0,47.0,47.4
Bahamas,2001,48.3,47.0,47.4
Bahamas,2000,48.6,47.0,47.4
Bahamas,1999,49.0,47.0,47.4
Bahamas,1998,48.2,47.0,47.4
Bahamas,1997,48.2,47.0,47.4
Bahamas,1996,47.4,47.0,47.4
Bahamas,1995,47.0,47.0,47.4
Bahamas,1994,46.2,47.0,47.4
Bahamas,1993,45.7,47.0,47.4
Bahamas,1992,46.0,47.0,47.4
Bahamas,1991,45.5,47.0,47.4
Bahamas,1990,45.0,47.0,47.4
Bahamas,1989,44.4,47.0,47.4
Bahamas,1988,45.1,47.0,47.4
Bahamas,1987,44.5,47.0,47.4
Bahamas,1986,44.9,47.0,47.4
Bahamas,1985,44.2,47.0,47.4
Bahrain,2006,18.6,17.1,17.1
Bahrain,2005,18.7,17.1,17.1
Bahrain,2004,18.6,17.1,17.1
Bahrain,2003,18.2,17.1,17.1
Bahrain,2002,18.0,17.1,17.1
Bahrain,2001,18.4,17.1,17.1
Bahrain,2000,18.3,17.1,17.1
Bahrain,1999,18.2,17.1,17.1
Bahrain,1998,17.9,17.1,17.1
Bahrain,1997,17.4,17.1,17.1
Bahrain,1996,17.1,17.1,17.1
Bahrain,1995,16.9,17.1,17.1
Bahrain,1994,16.7,17.1,17.1
Bahrain,1993,16.1,17.1,17.1
Bahrain,1992,16.9,17.1,17.1
Bahrain,1991,17.5,17.1,17.1
Bahrain,1990,16.8,17.1,17.1
Bahrain,1989,16.1,17.1,17.1
Bahrain,1988,15.8,17.1,17.1
Bahrain,1987,14.8,17.1,17.1
Bahrain,1986,14.4,17.1,17.1
Bahrain,1985,13.9,17.1,17.1
Bangladesh,2006,36.7,38.5,37.1
Bangladesh,2005,36.8,38.5,37.1
Bangladesh,2004,36.8,38.5,37.1
Bangladesh,2003,37.6,38.5,37.1
Bangladesh,2002,37.6,38.5,37.1
Bangladesh,2001,37.5,38.5,37.1
Bangladesh,2000,37.4,38.5,37.1
Bangladesh,1999,37.3,38.5,37.1
Bangladesh,1998,37.2,38.5,37.1
Bangladesh,1997,37.2,38.5,37.1
Bangladesh,1996,37.1,38.5,37.1
Bangladesh,1995,37.6,38.5,37.1
Bangladesh,1994,38.2,38.5,37.1
Bangladesh,1993,38.7,38.5,37.1
Bangladesh,1992,39.2,38.5,37.1
Bangladesh,1991,39.7,38.5,37.1
Bangladesh,1990,40.2,38.5,37.1
Bangladesh,1989,40.7,38.5,37.1
Bangladesh,1988,40.6,38.5,37.1
Bangladesh,1987,40.6,38.5,37.1
Bangladesh,1986,40.6,38.5,37.1
Bangladesh,1985,40.9,38.5,37.1
Barbados,2006,47.4,47.6,48.4
Barbados,2005,47.6,47.6,48.4
Barbados,2004,47.3,47.6,48.4
Barbados,2003,47.9,47.6,48.4
Barbados,2002,47.9,47.6,48.4
Barbados,2001,48.2,47.6,48.4
Barbados,2000,48.2,47.6,48.4
Barbados,1999,48.1,47.6,48.4
Barbados,1998,48.1,47.6,48.4
Barbados,1997,48.1,47.6,48.4
Barbados,1996,48.4,47.6,48.4
Barbados,1995,48.1,47.6,48.4
Barbados,1994,47.7,47.6,48.4
Barbados,1993,47.3,47.6,48.4
Barbados,1992,47.6,47.6,48.4
Barbados,1991,47.6,47.6,48.4
Barbados,1990,47.2,47.6,48.4
Barbados,1989,47.6,47.6,48.4
Barbados,1988,47.9,47.6,48.4
Barbados,1987,46.3,47.6,48.4
Barbados,1986,46.5,47.6,48.4
Barbados,1985,46.8,47.6,48.4
Belarus,2006,49.4,48.8,48.4
Belarus,2005,49.3,48.8,48.4
Belarus,2004,49.3,48.8,48.4
Belarus,2003,49.2,48.8,48.4
Belarus,2002,49.1,48.8,48.4
Belarus,2001,49.0,48.8,48.4
Belarus,2000,48.9,48.8,48.4
Belarus,1999,48.8,48.8,48.4
Belarus,1998,48.6,48.8,48.4
Belarus,1997,48.5,48.8,48.4
Belarus,1996,48.4,48.8,48.4
Belarus,1995,48.3,48.8,48.4
Belarus,1994,48.3,48.8,48.4
Belarus,1993,48.4,48.8,48.4
Belarus,1992,48.5,48.8,48.4
Belarus,1991,48.7,48.8,48.4
Belarus,1990,48.8,48.8,48.4
Belarus,1989,49.0,48.8,48.4
Belarus,1988,49.0,48.8,48.4
Belarus,1987,49.0,48.8,48.4
Belarus,1986,49.0,48.8,48.4
Belarus,1985,49.1,48.8,48.4
Belgium,2006,44.1,41.1,41.4
Belgium,2005,43.8,41.1,41.4
Belgium,2004,43.6,41.1,41.4
Belgium,2003,43.1,41.1,41.4
Belgium,2002,42.8,41.1,41.4
Belgium,2001,42.4,41.1,41.4
Belgium,2000,42.9,41.1,41.4
Belgium,1999,42.8,41.1,41.4
Belgium,1998,42.1,41.1,41.4
Belgium,1997,41.8,41.1,41.4
Belgium,1996,41.4,41.1,41.4
Belgium,1995,41.3,41.1,41.4
Belgium,1994,41.1,41.1,41.4
Belgium,1993,41.0,41.1,41.4
Belgium,1992,40.3,41.1,41.4
Belgium,1991,39.8,41.1,41.4
Belgium,1990,39.0,41.1,41.4
Belgium,1989,38.7,41.1,41.4
Belgium,1988,38.6,41.1,41.4
Belgium,1987,38.5,41.1,41.4
Belgium,1986,38.3,41.1,41.4
Belgium,1985,37.9,41.1,41.4
Belize,2006,34.8,29.7,30.3
Belize,2005,34.3,29.7,30.3
Belize,2004,33.7,29.7,30.3
Belize,2003,33.0,29.7,30.3
Belize,2002,33.0,29.7,30.3
Belize,2001,32.3,29.7,30.3
Belize,2000,31.5,29.7,30.3
Belize,1999,30.2,29.7,30.3
Belize,1998,31.3,29.7,30.3
Belize,1997,30.0,29.7,30.3
Belize,1996,30.3,29.7,30.3
Belize,1995,30.1,29.7,30.3
Belize,1994,30.0,29.7,30.3
Belize,1993,29.9,29.7,30.3
Belize,1992,27.7,29.7,30.3
Belize,1991,27.4,29.7,30.3
Belize,1990,26.7,29.7,30.3
Belize,1989,26.3,29.7,30.3
Belize,1988,25.0,29.7,30.3
Belize,1987,25.9,29.7,30.3
Belize,1986,25.0,29.7,30.3
Belize,1985,24.0,29.7,30.3
Benin,2006,38.4,39.8,39.6
Benin,2005,38.5,39.8,39.6
Benin,2004,38.6,39.8,39.6
Benin,2003,38.8,39.8,39.6
Benin,2002,39.0,39.8,39.6
Benin,2001,39.2,39.8,39.6
Benin,2000,39.4,39.8,39.6
Benin,1999,39.4,39.8,39.6
Benin,1998,39.5,39.8,39.6
Benin,1997,39.6,39.8,39.6
Benin,1996,39.6,39.8,39.6
Benin,1995,39.7,39.8,39.6
Benin,1994,39.9,39.8,39.6
Benin,1993,40.0,39.8,39.6
Benin,1992,40.4,39.8,39.6
Benin,1991,40.6,39.8,39.6
Benin,1990,40.8,39.8,39.6
Benin,1989,40.9,39.8,39.6
Benin,1988,41.0,39.8,39.6
Benin,1987,41.0,39.8,39.6
Benin,1986,41.0,39.8,39.6
Benin,1985,41.1,39.8,39.6
Bhutan,2006,34.4,29.1,27.9
Bhutan,2005,33.3,29.1,27.9
Bhutan,2004,32.3,29.1,27.9
Bhutan,2003,30.2,29.1,27.9
Bhutan,2002,30.3,29.1,27.9
Bhutan,2001,30.4,29.1,27.9
Bhutan,2000,30.2,29.1,27.9
Bhutan,1999,29.7,29.1,27.9
Bhutan,1998,29.5,29.1,27.9
Bhutan,1997,29.0,29.1,27.9
Bhutan,1996,27.9,29.1,27.9
Bhutan,1995,26.9,29.1,27.9
Bhutan,1994,27.2,29.1,27.9
Bhutan,1993,27.5,29.1,27.9
Bhutan,1992,27.0,29.1,27.9
Bhutan,1991,27.4,29.1,27.9
Bhutan,1990,27.6,29.1,27.9
Bhutan,1989,27.7,29.1,27.9
Bhutan,1988,27.7,29.1,27.9
Bhutan,1987,27.5,29.1,27.9
Bhutan,1986,27.8,29.1,27.9
Bhutan,1985,28.1,29.1,27.9
Bolivia,2006,43.6,41.3,44.1
Bolivia,2005,43.5,41.3,44.1
Bolivia,2004,43.5,41.3,44.1
Bolivia,2003,44.3,41.3,44.1
Bolivia,2002,44.0,41.3,44.1
Bolivia,2001,43.6,41.3,44.1
Bolivia,2000,43.2,41.3,44.1
Bolivia,1999,43.0,41.3,44.1
Bolivia,1998,42.8,41.3,44.1
Bolivia,1997,42.7,41.3,44.1
Bolivia,1996,44.1,41.3,44.1
Bolivia,1995,42.7,41.3,44.1
Bolivia,1994,42.0,41.3,44.1
Bolivia,1993,41.3,41.3,44.1
Bolivia,1992,40.6,41.3,44.1
Bolivia,1991,39.9,41.3,44.1
Bolivia,1990,39.1,41.3,44.1
Bolivia,1989,38.4,41.3,44.1
Bolivia,1988,37.7,41.3,44.1
Bolivia,1987,36.9,41.3,44.1
Bolivia,1986,36.2,41.3,44.1
Bolivia,1985,35.4,41.3,44.1
Bosnia and Herzegovina,2006,48.5,45.1,44.6
Bosnia and Herzegovina,2005,48.2,45.1,44.6
Bosnia and Herzegovina,2004,47.8,45.1,44.6
Bosnia and Herzegovina,2003,45.8,45.1,44.6
Bosnia and Herzegovina,2002,45.7,45.1,44.6
Bosnia and Herzegovina,2001,45.6,45.1,44.6
Bosnia and Herzegovina,2000,45.6,45.1,44.6
Bosnia and Herzegovina,1999,45.4,45.1,44.6
Bosnia and Herzegovina,1998,45.2,45.1,44.6
Bosnia and Herzegovina,1997,45.1,45.1,44.6
Bosnia and Herzegovina,1996,44.6,45.1,44.6
Bosnia and Herzegovina,1995,43.8,45.1,44.6
Bosnia and Herzegovina,1994,43.3,45.1,44.6
Bosnia and Herzegovina,1993,43.2,45.1,44.6
Bosnia and Herzegovina,1992,43.3,45.1,44.6
Bosnia and Herzegovina,1991,43.4,45.1,44.6
Bosnia and Herzegovina,1990,44.4,45.1,44.6
Bosnia and Herzegovina,1989,44.5,45.1,44.6
Bosnia and Herzegovina,1988,44.7,45.1,44.6
Bosnia and Herzegovina,1987,44.8,45.1,44.6
Bosnia and Herzegovina,1986,45.0,45.1,44.6
Bosnia and Herzegovina,1985,45.2,45.1,44.6
Botswana,2006,40.4,43.0,42.4
Botswana,2005,40.6,43.0,42.4
Botswana,2004,40.9,43.0,42.4
Botswana,2003,42.6,43.0,42.4
Botswana,2002,42.7,43.0,42.4
Botswana,2001,42.5,43.0,42.4
Botswana,2000,42.8,43.0,42.4
Botswana,1999,42.1,43.0,42.4
Botswana,1998,41.5,43.0,42.4
Botswana,1997,41.9,43.0,42.4
Botswana,1996,42.4,43.0,42.4
Botswana,1995,42.4,43.0,42.4
Botswana,1994,42.9,43.0,42.4
Botswana,1993,43.0,43.0,42.4
Botswana,1992,43.6,43.0,42.4
Botswana,1991,44.1,43.0,42.4
Botswana,1990,44.4,43.0,42.4
Botswana,1989,44.9,43.0,42.4
Botswana,1988,45.1,43.0,42.4
Botswana,1987,45.0,43.0,42.4
Botswana,1986,44.9,43.0,42.4
Botswana,1985,45.1,43.0,42.4
Brazil,2006,43.0,38.9,39.6
Brazil,2005,42.7,38.9,39.6
Brazil,2004,42.4,38.9,39.6
Brazil,2003,42.2,38.9,39.6
Brazil,2002,41.7,38.9,39.6
Brazil,2001,41.3,38.9,39.6
Brazil,2000,41.2,38.9,39.6
Brazil,1999,41.1,38.9,39.6
Brazil,1998,40.3,38.9,39.6
Brazil,1997,40.1,38.9,39.6
Brazil,1996,39.6,38.9,39.6
Brazil,1995,40.0,38.9,39.6
Brazil,1994,39.6,38.9,39.6
Brazil,1993,39.2,38.9,39.6
Brazil,1992,39.1,38.9,39.6
Brazil,1991,37.1,38.9,39.6
Brazil,1990,35.1,38.9,39.6
Brazil,1989,34.6,38.9,39.6
Brazil,1988,34.4,38.9,39.6
Brazil,1987,34.1,38.9,39.6
Brazil,1986,33.3,38.9,39.6
Brazil,1985,33.1,38.9,39.6
Brunei,2006,34.1,32.7,34.1
Brunei,2005,34.1,32.7,34.1
Brunei,2004,34.4,32.7,34.1
Brunei,2003,33.3,32.7,34.1
Brunei,2002,34.0,32.7,34.1
Brunei,2001,34.0,32.7,34.1
Brunei,2000,34.7,32.7,34.1
Brunei,1999,34.3,32.7,34.1
Brunei,1998,34.3,32.7,34.1
Brunei,1997,33.8,32.7,34.1
Brunei,1996,34.1,32.7,34.1
Brunei,1995,33.6,32.7,34.1
Brunei,1994,33.6,32.7,34.1
Brunei,1993,33.1,32.7,34.1
Brunei,1992,33.1,32.7,34.1
Brunei,1991,33.3,32.7,34.1
Brunei,1990,31.8,32.7,34.1
Brunei,1989,31.4,32.7,34.1
Brunei,1988,30.3,32.7,34.1
Brunei,1987,29.8,32.7,34.1
Brunei,1986,27.8,32.7,34.1
Brunei,1985,27.1,32.7,34.1
Bulgaria,2006,45.6,47.1,47.6
Bulgaria,2005,45.7,47.1,47.6
Bulgaria,2004,46.0,47.1,47.6
Bulgaria,2003,46.5,47.1,47.6
Bulgaria,2002,47.1,47.1,47.6
Bulgaria,2001,47.1,47.1,47.6
Bulgaria,2000,46.4,47.1,47.6
Bulgaria,1999,46.8,47.1,47.6
Bulgaria,1998,47.1,47.1,47.6
Bulgaria,1997,47.4,47.1,47.6
Bulgaria,1996,47.6,47.1,47.6
Bulgaria,1995,47.8,47.1,47.6
Bulgaria,1994,47.9,47.1,47.6
Bulgaria,1993,48.0,47.1,47.6
Bulgaria,1992,48.0,47.1,47.6
Bulgaria,1991,48.0,47.1,47.6
Bulgaria,1990,48.0,47.1,47.6
Bulgaria,1989,47.7,47.1,47.6
Bulgaria,1988,47.4,47.1,47.6
Bulgaria,1987,47.1,47.1,47.6
Bulgaria,1986,46.8,47.1,47.6
Bulgaria,1985,46.5,47.1,47.6
Burkina Faso,2006,47.2,47.5,47.8
Burkina Faso,2005,47.2,47.5,47.8
Burkina Faso,2004,47.2,47.5,47.8
Burkina Faso,2003,47.2,47.5,47.8
Burkina Faso,2002,47.3,47.5,47.8
Burkina Faso,2001,47.5,47.5,47.8
Burkina Faso,2000,47.6,47.5,47.8
Burkina Faso,1999,47.7,47.5,47.8
Burkina Faso,1998,47.7,47.5,47.8
Burkina Faso,1997,47.8,47.5,47.8
Burkina Faso,1996,47.8,47.5,47.8
Burkina Faso,1995,47.7,47.5,47.8
Burkina Faso,1994,47.7,47.5,47.8
Burkina Faso,1993,47.7,47.5,47.8
Burkina Faso,1992,47.6,47.5,47.8
Burkina Faso,1991,47.6,47.5,47.8
Burkina Faso,1990,47.4,47.5,47.8
Burkina Faso,1989,47.5,47.5,47.8
Burkina Faso,1988,47.5,47.5,47.8
Burkina Faso,1987,47.4,47.5,47.8
Burkina Faso,1986,47.5,47.5,47.8
Burkina Faso,1985,47.3,47.5,47.8
Burundi,2006,51.7,52.5,52.5
Burundi,2005,51.9,52.5,52.5
Burundi,2004,52.1,52.5,52.5
Burundi,2003,52.4,52.5,52.5
Burundi,2002,52.6,52.5,52.5
Burundi,2001,52.8,52.5,52.5
Burundi,2000,52.9,52.5,52.5
Burundi,1999,52.9,52.5,52.5
Burundi,1998,52.8,52.5,52.5
Burundi,1997,52.7,52.5,52.5
Burundi,1996,52.5,52.5,52.5
Burundi,1995,52.5,52.5,52.5
Burundi,1994,52.5,52.5,52.5
Burundi,1993,52.5,52.5,52.5
Burundi,1992,52.6,52.5,52.5
Burundi,1991,52.6,52.5,52.5
Burundi,1990,52.5,52.5,52.5
Burundi,1989,52.5,52.5,52.5
Burundi,1988,52.6,52.5,52.5
Burundi,1987,52.6,52.5,52.5
Burundi,1986,52.7,52.5,52.5
Burundi,1985,52.8,52.5,52.5
Cambodia,2006,50.8,51.8,51.6
Cambodia,2005,51.0,51.8,51.6
Cambodia,2004,51.1,51.8,51.6
Cambodia,2003,51.2,51.8,51.6
Cambodia,2002,51.3,51.8,51.6
Cambodia,2001,51.3,51.8,51.6
Cambodia,2000,51.4,51.8,51.6
Cambodia,1999,51.4,51.8,51.6
Cambodia,1998,51.4,51.8,51.6
Cambodia,1997,51.5,51.8,51.6
Cambodia,1996,51.6,51.8,51.6
Cambodia,1995,51.6,51.8,51.6
Cambodia,1994,51.8,51.8,51.6
Cambodia,1993,51.9,51.8,51.6
Cambodia,1992,52.1,51.8,51.6
Cambodia,1991,52.3,51.8,51.6
Cambodia,1990,52.4,51.8,51.6
Cambodia,1989,52.6,51.8,51.6
Cambodia,1988,52.7,51.8,51.6
Cambodia,1987,52.8,51.8,51.6
Cambodia,1986,53.0,51.8,51.6
Cambodia,1985,53.2,51.8,51.6
Cameroon,2006,39.6,40.6,40.3
Cameroon,2005,39.6,40.6,40.3
Cameroon,2004,39.6,40.6,40.3
Cameroon,2003,39.3,40.6,40.3
Cameroon,2002,39.5,40.6,40.3
Cameroon,2001,39.7,40.6,40.3
Cameroon,2000,39.8,40.6,40.3
Cameroon,1999,39.9,40.6,40.3
Cameroon,1998,40.0,40.6,40.3
Cameroon,1997,40.2,40.6,40.3
Cameroon,1996,40.3,40.6,40.3
Cameroon,1995,40.4,40.6,40.3
Cameroon,1994,40.4,40.6,40.3
Cameroon,1993,40.6,40.6,40.3
Cameroon,1992,40.8,40.6,40.3
Cameroon,1991,41.1,40.6,40.3
Cameroon,1990,41.3,40.6,40.3
Cameroon,1989,41.6,40.6,40.3
Cameroon,1988,41.7,40.6,40.3
Cameroon,1987,42.2,40.6,40.3
Cameroon,1986,42.4,40.6,40.3
Cameroon,1985,42.3,40.6,40.3
Canada,2006,46.5,44.8,45.1
Canada,2005,46.4,44.8,45.1
Canada,2004,46.2,44.8,45.1
Canada,2003,46.2,44.8,45.1
Canada,2002,46.0,44.8,45.1
Canada,2001,45.8,44.8,45.1
Canada,2000,45.7,44.8,45.1
Canada,1999,45.5,44.8,45.1
Canada,1998,45.4,44.8,45.1
Canada,1997,45.2,44.8,45.1
Canada,1996,45.1,44.8,45.1
Canada,1995,44.9,44.8,45.1
Canada,1994,44.7,44.8,45.1
Canada,1993,44.7,44.8,45.1
Canada,1992,44.6,44.8,45.1
Canada,1991,44.4,44.8,45.1
Canada,1990,44.1,44.8,45.1
Canada,1989,43.7,44.8,45.1
Canada,1988,43.5,44.8,45.1
Canada,1987,42.9,44.8,45.1
Canada,1986,42.6,44.8,45.1
Canada,1985,42.2,44.8,45.1
Cape Verde,2006,33.7,36.3,37.4
Cape Verde,2005,33.9,36.3,37.4
Cape Verde,2004,33.8,36.3,37.4
Cape Verde,2003,33.8,36.3,37.4
Cape Verde,2002,34.0,36.3,37.4
Cape Verde,2001,34.5,36.3,37.4
Cape Verde,2000,34.7,36.3,37.4
Cape Verde,1999,35.5,36.3,37.4
Cape Verde,1998,35.5,36.3,37.4
Cape Verde,1997,36.3,36.3,37.4
Cape Verde,1996,37.4,36.3,37.4
Cape Verde,1995,37.5,36.3,37.4
Cape Verde,1994,37.6,36.3,37.4
Cape Verde,1993,37.7,36.3,37.4
Cape Verde,1992,37.8,36.3,37.4
Cape Verde,1991,37.9,36.3,37.4
Cape Verde,1990,38.1,36.3,37.4
Cape Verde,1989,38.2,36.3,37.4
Cape Verde,1988,38.0,36.3,37.4
Cape Verde,1987,37.7,36.3,37.4
Cape Verde,1986,37.5,36.3,37.4
Cape Verde,1985,37.6,36.3,37.4
Central African Republic,2006,46.1,46.6,46.4
Central African Republic,2005,46.1,46.6,46.4
Central African Republic,2004,46.2,46.6,46.4
Central African Republic,2003,46.2,46.6,46.4
Central African Republic,2002,46.4,46.6,46.4
Central African Republic,2001,46.4,46.6,46.4
Central African Republic,2000,46.5,46.6,46.4
Central African Republic,1999,46.5,46.6,46.4
Central African Republic,1998,46.5,46.6,46.4
Central African Republic,1997,46.5,46.6,46.4
Central African Republic,1996,46.4,46.6,46.4
Central African Republic,1995,46.6,46.6,46.4
Central African Republic,1994,46.6,46.6,46.4
Central African Republic,1993,46.6,46.6,46.4
