country,year,percentage,average across the years,median
Russian Federation,1996,47.7,48.4,47.7
Russian Federation,1995,47.6,48.4,47.7
Russian Federation,1994,47.9,48.4,47.7
Russian Federation,1993,48.3,48.4,47.7
Russian Federation,1992,48.8,48.4,47.7
Russian Federation,1991,48.5,48.4,47.7
Russian Federation,1990,48.4,48.4,47.7
Russian Federation,1989,48.4,48.4,47.7
Russian Federation,1988,48.5,48.4,47.7
Russian Federation,1987,48.5,48.4,47.7
Russian Federation,1986,48.6,48.4,47.7
Russian Federation,1985,48.7,48.4,47.7
Rwanda,2006,51.6,52.2,53.1
Rwanda,2005,51.8,52.2,53.1
Rwanda,2004,52.0,52.2,53.1
Rwanda,2003,52.2,52.2,53.1
Rwanda,2002,52.5,52.2,53.1
Rwanda,2001,52.6,52.2,53.1
Rwanda,2000,52.7,52.2,53.1
Rwanda,1999,52.8,52.2,53.1
Rwanda,1998,52.8,52.2,53.1
Rwanda,1997,52.9,52.2,53.1
Rwanda,1996,53.1,52.2,53.1
Rwanda,1995,52.7,52.2,53.1
Rwanda,1994,52.1,52.2,53.1
Rwanda,1993,52.2,52.2,53.1
Rwanda,1992,52.1,52.2,53.1
Rwanda,1991,51.8,52.2,53.1
Rwanda,1990,51.8,52.2,53.1
Rwanda,1989,51.8,52.2,53.1
Rwanda,1988,51.8,52.2,53.1
Rwanda,1987,51.7,52.2,53.1
Rwanda,1986,51.8,52.2,53.1
Rwanda,1985,51.7,52.2,53.1
Saint Lucia,2006,41.8,39.7,40.3
Saint Lucia,2005,41.0,39.7,40.3
Saint Lucia,2004,40.8,39.7,40.3
Saint Lucia,2003,40.5,39.7,40.3
Saint Lucia,2002,40.3,39.7,40.3
Saint Lucia,2001,41.4,39.7,40.3
Saint Lucia,2000,40.6,39.7,40.3
Saint Lucia,1999,40.3,39.7,40.3
Saint Lucia,1998,41.5,39.7,40.3
Saint Lucia,1997,40.6,39.7,40.3
Saint Lucia,1996,40.3,39.7,40.3
Saint Lucia,1995,39.3,39.7,40.3
Saint Lucia,1994,40.7,39.7,40.3
Saint Lucia,1993,39.7,39.7,40.3
Saint Lucia,1992,40.4,39.7,40.3
Saint Lucia,1991,39.3,39.7,40.3
Saint Lucia,1990,38.2,39.7,40.3
Saint Lucia,1989,37.7,39.7,40.3
Saint Lucia,1988,37.3,39.7,40.3
Saint Lucia,1987,36.7,39.7,40.3
Saint Lucia,1986,37.5,39.7,40.3
Saint Lucia,1985,37.0,39.7,40.3
Samoa,2006,32.3,31.9,32.3
Samoa,2005,32.8,31.9,32.3
Samoa,2004,31.3,31.9,32.3
Samoa,2003,31.3,31.9,32.3
Samoa,2002,31.3,31.9,32.3
Samoa,2001,31.7,31.9,32.3
Samoa,2000,31.7,31.9,32.3
Samoa,1999,31.7,31.9,32.3
Samoa,1998,31.7,31.9,32.3
Samoa,1997,31.7,31.9,32.3
Samoa,1996,32.3,31.9,32.3
Samoa,1995,32.3,31.9,32.3
Samoa,1994,32.8,31.9,32.3
Samoa,1993,32.2,31.9,32.3
Samoa,1992,32.8,31.9,32.3
Samoa,1991,31.6,31.9,32.3
Samoa,1990,32.1,31.9,32.3
Samoa,1989,32.1,31.9,32.3
Samoa,1988,31.6,31.9,32.3
Samoa,1987,31.6,31.9,32.3
Samoa,1986,31.0,31.9,32.3
Samoa,1985,31.0,31.9,32.3
Sao Tome and Principe,2006,29.8,31.7,32.5
Sao Tome and Principe,2005,28.3,31.7,32.5
Sao Tome and Principe,2004,28.9,31.7,32.5
Sao Tome and Principe,2003,28.9,31.7,32.5
Sao Tome and Principe,2002,29.5,31.7,32.5
Sao Tome and Principe,2001,30.2,31.7,32.5
Sao Tome and Principe,2000,28.6,31.7,32.5
Sao Tome and Principe,1999,29.3,31.7,32.5
Sao Tome and Principe,1998,31.7,31.7,32.5
Sao Tome and Principe,1997,32.5,31.7,32.5
Sao Tome and Principe,1996,32.5,31.7,32.5
Sao Tome and Principe,1995,33.3,31.7,32.5
Sao Tome and Principe,1994,33.3,31.7,32.5
Sao Tome and Principe,1993,34.2,31.7,32.5
Sao Tome and Principe,1992,32.4,31.7,32.5
Sao Tome and Principe,1991,33.3,31.7,32.5
Sao Tome and Principe,1990,34.3,31.7,32.5
Sao Tome and Principe,1989,34.3,31.7,32.5
Sao Tome and Principe,1988,32.4,31.7,32.5
Sao Tome and Principe,1987,33.3,31.7,32.5
Sao Tome and Principe,1986,34.4,31.7,32.5
Sao Tome and Principe,1985,31.3,31.7,32.5
Saudi Arabia,2006,14.3,12.0,11.4
Saudi Arabia,2005,13.9,12.0,11.4
Saudi Arabia,2004,13.6,12.0,11.4
Saudi Arabia,2003,13.4,12.0,11.4
Saudi Arabia,2002,13.3,12.0,11.4
Saudi Arabia,2001,12.9,12.0,11.4
Saudi Arabia,2000,12.6,12.0,11.4
Saudi Arabia,1999,12.5,12.0,11.4
Saudi Arabia,1998,12.0,12.0,11.4
Saudi Arabia,1997,11.7,12.0,11.4
Saudi Arabia,1996,11.4,12.0,11.4
Saudi Arabia,1995,11.3,12.0,11.4
Saudi Arabia,1994,11.1,12.0,11.4
Saudi Arabia,1993,11.0,12.0,11.4
Saudi Arabia,1992,11.0,12.0,11.4
Saudi Arabia,1991,11.1,12.0,11.4
Saudi Arabia,1990,11.4,12.0,11.4
Saudi Arabia,1989,11.6,12.0,11.4
Saudi Arabia,1988,11.3,12.0,11.4
Saudi Arabia,1987,11.3,12.0,11.4
Saudi Arabia,1986,10.9,12.0,11.4
Saudi Arabia,1985,10.8,12.0,11.4
Senegal,2006,41.3,40.8,40.9
Senegal,2005,41.2,40.8,40.9
Senegal,2004,41.1,40.8,40.9
Senegal,2003,40.6,40.8,40.9
Senegal,2002,40.6,40.8,40.9
Senegal,2001,40.8,40.8,40.9
Senegal,2000,40.8,40.8,40.9
Senegal,1999,40.8,40.8,40.9
Senegal,1998,40.9,40.8,40.9
Senegal,1997,40.9,40.8,40.9
Senegal,1996,40.9,40.8,40.9
Senegal,1995,41.0,40.8,40.9
Senegal,1994,40.9,40.8,40.9
Senegal,1993,40.7,40.8,40.9
Senegal,1992,40.8,40.8,40.9
Senegal,1991,40.8,40.8,40.9
Senegal,1990,40.8,40.8,40.9
Senegal,1989,40.7,40.8,40.9
Senegal,1988,40.7,40.8,40.9
Senegal,1987,40.5,40.8,40.9
Senegal,1986,40.4,40.8,40.9
Senegal,1985,40.3,40.8,40.9
Serbia and Montenegro,2006,43.2,40.9,40.7
Serbia and Montenegro,2005,42.6,40.9,40.7
Serbia and Montenegro,2004,42.1,40.9,40.7
Serbia and Montenegro,2003,41.1,40.9,40.7
Serbia and Montenegro,2002,41.0,40.9,40.7
Serbia and Montenegro,2001,40.9,40.9,40.7
Serbia and Montenegro,2000,40.9,40.9,40.7
Serbia and Montenegro,1999,40.8,40.9,40.7
Serbia and Montenegro,1998,40.8,40.9,40.7
Serbia and Montenegro,1997,40.8,40.9,40.7
Serbia and Montenegro,1996,40.7,40.9,40.7
Serbia and Montenegro,1995,40.4,40.9,40.7
Serbia and Montenegro,1994,40.2,40.9,40.7
Serbia and Montenegro,1993,40.2,40.9,40.7
Serbia and Montenegro,1992,40.2,40.9,40.7
Serbia and Montenegro,1991,40.3,40.9,40.7
Serbia and Montenegro,1990,41.7,40.9,40.7
Serbia and Montenegro,1989,41.3,40.9,40.7
Serbia and Montenegro,1988,40.9,40.9,40.7
Serbia and Montenegro,1987,40.5,40.9,40.7
Serbia and Montenegro,1986,40.1,40.9,40.7
Serbia and Montenegro,1985,39.7,40.9,40.7
Sierra Leone,2006,38.5,38.4,38.5
Sierra Leone,2005,38.5,38.4,38.5
Sierra Leone,2004,38.5,38.4,38.5
Sierra Leone,2003,38.7,38.4,38.5
Sierra Leone,2002,38.7,38.4,38.5
Sierra Leone,2001,38.6,38.4,38.5
Sierra Leone,2000,38.6,38.4,38.5
Sierra Leone,1999,38.5,38.4,38.5
Sierra Leone,1998,38.4,38.4,38.5
Sierra Leone,1997,38.4,38.4,38.5
Sierra Leone,1996,38.5,38.4,38.5
Sierra Leone,1995,38.4,38.4,38.5
Sierra Leone,1994,38.5,38.4,38.5
Sierra Leone,1993,38.4,38.4,38.5
Sierra Leone,1992,38.4,38.4,38.5
Sierra Leone,1991,38.5,38.4,38.5
Sierra Leone,1990,38.5,38.4,38.5
Sierra Leone,1989,38.3,38.4,38.5
Sierra Leone,1988,38.2,38.4,38.5
Sierra Leone,1987,38.3,38.4,38.5
Sierra Leone,1986,38.2,38.4,38.5
Sierra Leone,1985,38.1,38.4,38.5
Singapore,2006,40.1,38.8,39.4
Singapore,2005,39.9,38.8,39.4
Singapore,2004,39.8,38.8,39.4
Singapore,2003,39.2,38.8,39.4
Singapore,2002,39.5,38.8,39.4
Singapore,2001,39.0,38.8,39.4
Singapore,2000,40.0,38.8,39.4
Singapore,1999,39.7,38.8,39.4
Singapore,1998,39.5,38.8,39.4
Singapore,1997,39.3,38.8,39.4
Singapore,1996,39.4,38.8,39.4
Singapore,1995,38.7,38.8,39.4
Singapore,1994,38.9,38.8,39.4
Singapore,1993,39.0,38.8,39.4
Singapore,1992,39.2,38.8,39.4
Singapore,1991,39.0,38.8,39.4
Singapore,1990,38.7,38.8,39.4
Singapore,1989,38.4,38.8,39.4
Singapore,1988,37.7,38.8,39.4
Singapore,1987,37.0,38.8,39.4
Singapore,1986,36.0,38.8,39.4
Singapore,1985,35.1,38.8,39.4
Slovakia,2006,45.2,45.5,45.2
Slovakia,2005,45.2,45.5,45.2
Slovakia,2004,45.2,45.5,45.2
Slovakia,2003,45.4,45.5,45.2
Slovakia,2002,45.4,45.5,45.2
Slovakia,2001,45.5,45.5,45.2
Slovakia,2000,45.6,45.5,45.2
Slovakia,1999,45.2,45.5,45.2
Slovakia,1998,45.0,45.5,45.2
Slovakia,1997,45.2,45.5,45.2
Slovakia,1996,45.2,45.5,45.2
Slovakia,1995,44.7,45.5,45.2
Slovakia,1994,44.5,45.5,45.2
Slovakia,1993,46.0,45.5,45.2
Slovakia,1992,46.2,45.5,45.2
Slovakia,1991,46.3,45.5,45.2
Slovakia,1990,46.3,45.5,45.2
Slovakia,1989,46.2,45.5,45.2
Slovakia,1988,46.1,45.5,45.2
Slovakia,1987,46.0,45.5,45.2
Slovakia,1986,45.8,45.5,45.2
Slovakia,1985,45.7,45.5,45.2
Slovenia,2006,46.2,46.0,46.1
Slovenia,2005,46.3,46.0,46.1
Slovenia,2004,46.2,46.0,46.1
Slovenia,2003,45.9,46.0,46.1
Slovenia,2002,46.1,46.0,46.1
Slovenia,2001,46.1,46.0,46.1
Slovenia,2000,46.2,46.0,46.1
Slovenia,1999,46.2,46.0,46.1
Slovenia,1998,46.4,46.0,46.1
Slovenia,1997,46.5,46.0,46.1
Slovenia,1996,46.1,46.0,46.1
Slovenia,1995,46.0,46.0,46.1
Slovenia,1994,45.9,46.0,46.1
Slovenia,1993,46.4,46.0,46.1
Slovenia,1992,45.9,46.0,46.1
Slovenia,1991,45.6,46.0,46.1
Slovenia,1990,45.5,46.0,46.1
Slovenia,1989,45.6,46.0,46.1
Slovenia,1988,45.7,46.0,46.1
Slovenia,1987,45.8,46.0,46.1
Slovenia,1986,45.8,46.0,46.1
Slovenia,1985,45.9,46.0,46.1
Solomon Islands,2006,38.2,38.7,38.6
Solomon Islands,2005,38.3,38.7,38.6
Solomon Islands,2004,38.5,38.7,38.6
Solomon Islands,2003,38.7,38.7,38.6
Solomon Islands,2002,38.6,38.7,38.6
Solomon Islands,2001,38.6,38.7,38.6
Solomon Islands,2000,38.8,38.7,38.6
Solomon Islands,1999,38.8,38.7,38.6
Solomon Islands,1998,38.7,38.7,38.6
Solomon Islands,1997,38.7,38.7,38.6
Solomon Islands,1996,38.6,38.7,38.6
Solomon Islands,1995,39.0,38.7,38.6
Solomon Islands,1994,39.0,38.7,38.6
Solomon Islands,1993,38.9,38.7,38.6
Solomon Islands,1992,38.9,38.7,38.6
Solomon Islands,1991,39.3,38.7,38.6
Solomon Islands,1990,39.0,38.7,38.6
Solomon Islands,1989,38.9,38.7,38.6
Solomon Islands,1988,38.5,38.7,38.6
Solomon Islands,1987,39.0,38.7,38.6
Solomon Islands,1986,38.6,38.7,38.6
Solomon Islands,1985,38.1,38.7,38.6
Somalia,2006,39.2,39.6,39.3
Somalia,2005,39.2,39.6,39.3
Somalia,2004,39.3,39.6,39.3
Somalia,2003,39.3,39.6,39.3
Somalia,2002,39.3,39.6,39.3
Somalia,2001,39.4,39.6,39.3
Somalia,2000,39.4,39.6,39.3
Somalia,1999,39.4,39.6,39.3
Somalia,1998,39.4,39.6,39.3
Somalia,1997,39.4,39.6,39.3
Somalia,1996,39.3,39.6,39.3
Somalia,1995,39.3,39.6,39.3
Somalia,1994,39.4,39.6,39.3
Somalia,1993,39.6,39.6,39.3
Somalia,1992,39.7,39.6,39.3
Somalia,1991,39.8,39.6,39.3
Somalia,1990,39.9,39.6,39.3
Somalia,1989,40.0,39.6,39.3
Somalia,1988,40.0,39.6,39.3
Somalia,1987,40.1,39.6,39.3
Somalia,1986,40.2,39.6,39.3
Somalia,1985,40.2,39.6,39.3
South Africa,2006,38.0,40.1,39.9
South Africa,2005,38.1,40.1,39.9
South Africa,2004,38.3,40.1,39.9
South Africa,2003,38.6,40.1,39.9
South Africa,2002,38.7,40.1,39.9
South Africa,2001,38.8,40.1,39.9
South Africa,2000,38.9,40.1,39.9
South Africa,1999,39.1,40.1,39.9
South Africa,1998,39.4,40.1,39.9
South Africa,1997,39.7,40.1,39.9
South Africa,1996,39.9,40.1,39.9
South Africa,1995,40.1,40.1,39.9
South Africa,1994,40.3,40.1,39.9
South Africa,1993,40.6,40.1,39.9
South Africa,1992,40.9,40.1,39.9
South Africa,1991,41.2,40.1,39.9
South Africa,1990,41.6,40.1,39.9
South Africa,1989,41.8,40.1,39.9
South Africa,1988,41.9,40.1,39.9
South Africa,1987,42.0,40.1,39.9
South Africa,1986,42.1,40.1,39.9
South Africa,1985,42.4,40.1,39.9
Spain,2006,41.2,36.9,38.0
Spain,2005,40.9,36.9,38.0
Spain,2004,40.6,36.9,38.0
Spain,2003,40.4,36.9,38.0
Spain,2002,39.7,36.9,38.0
Spain,2001,39.0,36.9,38.0
Spain,2000,39.5,36.9,38.0
Spain,1999,38.9,36.9,38.0
Spain,1998,38.6,36.9,38.0
Spain,1997,38.5,36.9,38.0
Spain,1996,38.0,36.9,38.0
Spain,1995,37.7,36.9,38.0
Spain,1994,37.1,36.9,38.0
Spain,1993,36.3,36.9,38.0
Spain,1992,35.6,36.9,38.0
Spain,1991,34.8,36.9,38.0
Spain,1990,34.4,36.9,38.0
Spain,1989,33.9,36.9,38.0
Spain,1988,33.7,36.9,38.0
Spain,1987,32.5,36.9,38.0
Spain,1986,30.3,36.9,38.0
Spain,1985,29.9,36.9,38.0
Sri Lanka,2006,32.4,33.0,32.3
Sri Lanka,2005,32.4,33.0,32.3
Sri Lanka,2004,32.4,33.0,32.3
Sri Lanka,2003,32.7,33.0,32.3
Sri Lanka,2002,32.8,33.0,32.3
Sri Lanka,2001,33.0,33.0,32.3
Sri Lanka,2000,33.1,33.0,32.3
Sri Lanka,1999,33.1,33.0,32.3
Sri Lanka,1998,34.9,33.0,32.3
Sri Lanka,1997,31.8,33.0,32.3
Sri Lanka,1996,32.3,33.0,32.3
Sri Lanka,1995,32.7,33.0,32.3
Sri Lanka,1994,33.4,33.0,32.3
Sri Lanka,1993,33.2,33.0,32.3
Sri Lanka,1992,33.1,33.0,32.3
Sri Lanka,1991,34.6,33.0,32.3
Sri Lanka,1990,36.1,33.0,32.3
Sri Lanka,1989,34.7,33.0,32.3
Sri Lanka,1988,33.3,33.0,32.3
Sri Lanka,1987,31.9,33.0,32.3
Sri Lanka,1986,30.4,33.0,32.3
Sri Lanka,1985,30.9,33.0,32.3
St Vincent and the Grenadines,2006,41.4,37.4,37.0
St Vincent and the Grenadines,2005,40.4,37.4,37.0
St Vincent and the Grenadines,2004,40.0,37.4,37.0
St Vincent and the Grenadines,2003,40.7,37.4,37.0
St Vincent and the Grenadines,2002,39.6,37.4,37.0
St Vincent and the Grenadines,2001,38.5,37.4,37.0
St Vincent and the Grenadines,2000,39.2,37.4,37.0
St Vincent and the Grenadines,1999,38.0,37.4,37.0
St Vincent and the Grenadines,1998,37.5,37.4,37.0
St Vincent and the Grenadines,1997,36.2,37.4,37.0
St Vincent and the Grenadines,1996,37.0,37.4,37.0
St Vincent and the Grenadines,1995,35.6,37.4,37.0
St Vincent and the Grenadines,1994,36.4,37.4,37.0
St Vincent and the Grenadines,1993,36.4,37.4,37.0
St Vincent and the Grenadines,1992,37.2,37.4,37.0
St Vincent and the Grenadines,1991,34.9,37.4,37.0
St Vincent and the Grenadines,1990,35.7,37.4,37.0
St Vincent and the Grenadines,1989,36.6,37.4,37.0
St Vincent and the Grenadines,1988,36.6,37.4,37.0
St Vincent and the Grenadines,1987,35.0,37.4,37.0
St Vincent and the Grenadines,1986,35.9,37.4,37.0
St Vincent and the Grenadines,1985,34.2,37.4,37.0
Sudan,2006,24.9,25.5,25.0
Sudan,2005,24.8,25.5,25.0
Sudan,2004,24.8,25.5,25.0
Sudan,2003,24.7,25.5,25.0
Sudan,2002,24.7,25.5,25.0
Sudan,2001,24.9,25.5,25.0
Sudan,2000,25.1,25.5,25.0
Sudan,1999,25.0,25.5,25.0
Sudan,1998,25.1,25.5,25.0
Sudan,1997,25.2,25.5,25.0
Sudan,1996,25.0,25.5,25.0
Sudan,1995,25.5,25.5,25.0
Sudan,1994,25.5,25.5,25.0
Sudan,1993,25.8,25.5,25.0
Sudan,1992,25.9,25.5,25.0
Sudan,1991,25.9,25.5,25.0
Sudan,1990,26.0,25.5,25.0
Sudan,1989,26.1,25.5,25.0
Sudan,1988,26.2,25.5,25.0
Sudan,1987,26.3,25.5,25.0
Sudan,1986,26.5,25.5,25.0
Sudan,1985,26.6,25.5,25.0
Suriname,2006,35.0,34.9,34.3
Suriname,2005,34.8,34.9,34.3
Suriname,2004,34.6,34.9,34.3
Suriname,2003,36.8,34.9,34.3
Suriname,2002,36.7,34.9,34.3
Suriname,2001,36.7,34.9,34.3
Suriname,2000,36.6,34.9,34.3
Suriname,1999,36.6,34.9,34.3
Suriname,1998,36.2,34.9,34.3
Suriname,1997,35.3,34.9,34.3
Suriname,1996,34.3,34.9,34.3
Suriname,1995,34.3,34.9,34.3
Suriname,1994,33.6,34.9,34.3
Suriname,1993,33.3,34.9,34.3
Suriname,1992,35.0,34.9,34.3
Suriname,1991,35.3,34.9,34.3
Suriname,1990,35.8,34.9,34.3
Suriname,1989,35.3,34.9,34.3
Suriname,1988,34.6,34.9,34.3
Suriname,1987,33.3,34.9,34.3
Suriname,1986,32.8,34.9,34.3
Suriname,1985,31.4,34.9,34.3
Swaziland,2006,32.3,35.6,35.1
Swaziland,2005,32.6,35.6,35.1
Swaziland,2004,32.9,35.6,35.1
Swaziland,2003,32.6,35.6,35.1
Swaziland,2002,33.0,35.6,35.1
Swaziland,2001,33.5,35.6,35.1
Swaziland,2000,33.9,35.6,35.1
Swaziland,1999,34.3,35.6,35.1
Swaziland,1998,34.5,35.6,35.1
Swaziland,1997,35.0,35.6,35.1
Swaziland,1996,35.1,35.6,35.1
Swaziland,1995,35.6,35.6,35.1
Swaziland,1994,36.6,35.6,35.1
Swaziland,1993,36.7,35.6,35.1
Swaziland,1992,37.0,35.6,35.1
Swaziland,1991,37.9,35.6,35.1
Swaziland,1990,38.2,35.6,35.1
Swaziland,1989,38.2,35.6,35.1
Swaziland,1988,38.2,35.6,35.1
Swaziland,1987,38.0,35.6,35.1
Swaziland,1986,37.9,35.6,35.1
Swaziland,1985,38.1,35.6,35.1
Sweden,2006,47.4,47.4,47.5
Sweden,2005,47.4,47.4,47.5
Sweden,2004,47.4,47.4,47.5
Sweden,2003,47.7,47.4,47.5
Sweden,2002,47.6,47.4,47.5
Sweden,2001,47.6,47.4,47.5
Sweden,2000,47.3,47.4,47.5
Sweden,1999,47.1,47.4,47.5
Sweden,1998,46.9,47.4,47.5
Sweden,1997,47.2,47.4,47.5
Sweden,1996,47.5,47.4,47.5
Sweden,1995,47.4,47.4,47.5
Sweden,1994,47.3,47.4,47.5
Sweden,1993,47.5,47.4,47.5
Sweden,1992,47.6,47.4,47.5
Sweden,1991,47.6,47.4,47.5
Sweden,1990,47.7,47.4,47.5
Sweden,1989,47.7,47.4,47.5
Sweden,1988,47.6,47.4,47.5
Sweden,1987,47.5,47.4,47.5
Sweden,1986,47.3,47.4,47.5
Sweden,1985,47.3,47.4,47.5
Switzerland,2006,46.6,42.8,43.4
Switzerland,2005,46.3,42.8,43.4
Switzerland,2004,46.0,42.8,43.4
Switzerland,2003,45.4,42.8,43.4
Switzerland,2002,45.3,42.8,43.4
Switzerland,2001,44.9,42.8,43.4
Switzerland,2000,44.5,42.8,43.4
Switzerland,1999,44.2,42.8,43.4
Switzerland,1998,44.1,42.8,43.4
Switzerland,1997,43.7,42.8,43.4
Switzerland,1996,43.4,42.8,43.4
Switzerland,1995,42.9,42.8,43.4
Switzerland,1994,42.4,42.8,43.4
Switzerland,1993,41.9,42.8,43.4
Switzerland,1992,41.4,42.8,43.4
Switzerland,1991,41.0,42.8,43.4
Switzerland,1990,40.4,42.8,43.4
Switzerland,1989,40.0,42.8,43.4
Switzerland,1988,39.7,42.8,43.4
Switzerland,1987,39.5,42.8,43.4
Switzerland,1986,39.2,42.8,43.4
Switzerland,1985,38.9,42.8,43.4
Syria,2006,30.7,27.8,28.5
Syria,2005,30.4,27.8,28.5
Syria,2004,30.2,27.8,28.5
Syria,2003,29.9,27.8,28.5
Syria,2002,29.6,27.8,28.5
Syria,2001,29.4,27.8,28.5
Syria,2000,29.1,27.8,28.5
Syria,1999,29.7,27.8,28.5
Syria,1998,29.3,27.8,28.5
Syria,1997,28.9,27.8,28.5
Syria,1996,28.5,27.8,28.5
Syria,1995,28.1,27.8,28.5
Syria,1994,27.7,27.8,28.5
Syria,1993,27.2,27.8,28.5
Syria,1992,26.8,27.8,28.5
Syria,1991,26.4,27.8,28.5
Syria,1990,26.0,27.8,28.5
Syria,1989,25.6,27.8,28.5
Syria,1988,25.1,27.8,28.5
Syria,1987,24.7,27.8,28.5
Syria,1986,24.2,27.8,28.5
Syria,1985,23.8,27.8,28.5
Tajikistan,2006,43.9,42.7,42.0
Tajikistan,2005,43.7,42.7,42.0
Tajikistan,2004,43.5,42.7,42.0
Tajikistan,2003,43.8,42.7,42.0
Tajikistan,2002,43.3,42.7,42.0
Tajikistan,2001,42.9,42.7,42.0
Tajikistan,2000,42.4,42.7,42.0
Tajikistan,1999,42.2,42.7,42.0
Tajikistan,1998,42.1,42.7,42.0
Tajikistan,1997,42.0,42.7,42.0
Tajikistan,1996,42.0,42.7,42.0
Tajikistan,1995,42.0,42.7,42.0
Tajikistan,1994,42.0,42.7,42.0
Tajikistan,1993,42.0,42.7,42.0
Tajikistan,1992,42.1,42.7,42.0
Tajikistan,1991,42.1,42.7,42.0
Tajikistan,1990,42.2,42.7,42.0
Tajikistan,1989,42.6,42.7,42.0
Tajikistan,1988,42.9,42.7,42.0
Tajikistan,1987,43.2,42.7,42.0
Tajikistan,1986,43.5,42.7,42.0
Tajikistan,1985,43.9,42.7,42.0
Tanzania,2006,49.6,50.0,50.0
Tanzania,2005,49.7,50.0,50.0
Tanzania,2004,49.7,50.0,50.0
Tanzania,2003,49.8,50.0,50.0
Tanzania,2002,49.9,50.0,50.0
Tanzania,2001,49.9,50.0,50.0
Tanzania,2000,49.9,50.0,50.0
Tanzania,1999,49.9,50.0,50.0
Tanzania,1998,49.9,50.0,50.0
Tanzania,1997,49.9,50.0,50.0
Tanzania,1996,50.0,50.0,50.0
Tanzania,1995,50.0,50.0,50.0
Tanzania,1994,50.0,50.0,50.0
Tanzania,1993,50.1,50.0,50.0
Tanzania,1992,50.1,50.0,50.0
Tanzania,1991,50.2,50.0,50.0
Tanzania,1990,50.2,50.0,50.0
Tanzania,1989,50.2,50.0,50.0
Tanzania,1988,50.2,50.0,50.0
Tanzania,1987,50.2,50.0,50.0
Tanzania,1986,50.2,50.0,50.0
Tanzania,1985,50.2,50.0,50.0
Thailand,2006,47.0,46.1,45.7
Thailand,2005,46.8,46.1,45.7
Thailand,2004,46.5,46.1,45.7
Thailand,2003,45.9,46.1,45.7
Thailand,2002,45.8,46.1,45.7
Thailand,2001,45.7,46.1,45.7
Thailand,2000,45.9,46.1,45.7
Thailand,1999,45.6,46.1,45.7
Thailand,1998,45.6,46.1,45.7
Thailand,1997,45.9,46.1,45.7
Thailand,1996,45.7,46.1,45.7
Thailand,1995,45.0,46.1,45.7
Thailand,1994,44.3,46.1,45.7
Thailand,1993,45.1,46.1,45.7
Thailand,1992,45.7,46.1,45.7
Thailand,1991,46.3,46.1,45.7
Thailand,1990,46.8,46.1,45.7
Thailand,1989,46.9,46.1,45.7
Thailand,1988,47.0,46.1,45.7
Thailand,1987,46.9,46.1,45.7
Thailand,1986,46.9,46.1,45.7
Thailand,1985,46.8,46.1,45.7
Timor Leste,2006,39.7,38.2,37.1
Timor Leste,2005,39.6,38.2,37.1
Timor Leste,2004,39.6,38.2,37.1
Timor Leste,2003,39.6,38.2,37.1
Timor Leste,2002,39.0,38.2,37.1
Timor Leste,2001,39.0,38.2,37.1
Timor Leste,2000,38.6,38.2,37.1
Timor Leste,1999,38.2,38.2,37.1
Timor Leste,1998,37.9,38.2,37.1
Timor Leste,1997,37.5,38.2,37.1
Timor Leste,1996,37.1,38.2,37.1
Timor Leste,1995,36.8,38.2,37.1
Timor Leste,1994,36.8,38.2,37.1
Timor Leste,1993,36.9,38.2,37.1
Timor Leste,1992,37.0,38.2,37.1
Timor Leste,1991,37.2,38.2,37.1
Timor Leste,1990,37.5,38.2,37.1
Timor Leste,1989,37.8,38.2,37.1
Timor Leste,1988,38.2,38.2,37.1
Timor Leste,1987,38.8,38.2,37.1
Timor Leste,1986,39.1,38.2,37.1
Timor Leste,1985,39.3,38.2,37.1
Togo,2006,36.7,37.8,37.8
Togo,2005,36.7,37.8,37.8
Togo,2004,36.8,37.8,37.8
Togo,2003,36.8,37.8,37.8
Togo,2002,37.0,37.8,37.8
Togo,2001,37.1,37.8,37.8
Togo,2000,37.2,37.8,37.8
Togo,1999,37.4,37.8,37.8
Togo,1998,37.5,37.8,37.8
Togo,1997,37.7,37.8,37.8
Togo,1996,37.8,37.8,37.8
Togo,1995,37.9,37.8,37.8
Togo,1994,38.0,37.8,37.8
Togo,1993,38.0,37.8,37.8
Togo,1992,38.2,37.8,37.8
Togo,1991,38.4,37.8,37.8
Togo,1990,38.5,37.8,37.8
Togo,1989,38.6,37.8,37.8
Togo,1988,38.6,37.8,37.8
Togo,1987,38.6,37.8,37.8
Togo,1986,38.6,37.8,37.8
Togo,1985,38.7,37.8,37.8
Tonga,2006,37.8,36.5,38.9
Tonga,2005,37.8,36.5,38.9
Tonga,2004,38.9,36.5,38.9
Tonga,2003,38.9,36.5,38.9
Tonga,2002,38.9,36.5,38.9
Tonga,2001,38.9,36.5,38.9
Tonga,2000,38.9,36.5,38.9
Tonga,1999,38.9,36.5,38.9
Tonga,1998,38.9,36.5,38.9
Tonga,1997,38.9,36.5,38.9
Tonga,1996,38.9,36.5,38.9
Tonga,1995,37.1,36.5,38.9
Tonga,1994,37.1,36.5,38.9
Tonga,1993,37.1,36.5,38.9
Tonga,1992,35.3,36.5,38.9
Tonga,1991,33.3,36.5,38.9
Tonga,1990,33.3,36.5,38.9
Tonga,1989,34.4,36.5,38.9
Tonga,1988,31.3,36.5,38.9
Tonga,1987,32.3,36.5,38.9
Tonga,1986,32.3,36.5,38.9
Tonga,1985,33.3,36.5,38.9
